"","STS_ID","STS_ID_CONSTR1","STS_ID_CONSTR2","STS_ID_WEIGHT","CONSTRUCTION_TYPE","GROWTH_RATE_FREQ","GROWTH_TYPE","AGGREGATION","THRESHOLD_PROP","THRESHOLD_COUNTRIES","SCALING","COMMENTS_construction","TITLE_STS","TITLE_STS_SHORT","UNIT_MULT","UNIT_MEASURE","DEFINITION","OWNER","SOURCE","DATA_TYPE","SQL_DOMAIN_CODE","SQL_ELEMENT_CODE","SQL_ITEM_CODE","WDINAME","COMMENTS_metadata","TOPIC","[EMPTY]"
"619","GL.FL.F.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Forest, net emissions/removal in CO2eq (gigagrams)","Forest","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GF",72172,6751,"","","greenhouse gases, land use",NA
"620","GL.FL.NFC.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Net forest conversion, net emissions/removal in CO2eq (gigagrams)","Net forest conversion","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GF",72172,6750,"","","greenhouse gases, land use",NA
"621","GL.GL.TOT.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Grassland, net emissions/removal in CO2eq (gigagrams)","Grassland","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GL",7217,6794,"","","greenhouse gases, land use",NA
"622","GI.OS.TOT.ECO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Organic soils, emissions in CO2eq (gigagrams)","Organic soils","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GI",723111,6726,"","","greenhouse gases, land use",NA
"623","GLI.CHPF.TOT.ECO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Cultivation histoils and peat fires, emissions in CO2eq (gigagrams)","Cultivation histoils and peat fires","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","greenhouse gases, land use",NA
"624","GHG.AFOLU.TOT.ECO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","GHG emissions (AFOLU), emissions in CO2eq (gigagrams)","AFOLU","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","greenhouse gases",NA
"625","SM.POP.REFG","","","","",NA,"","sum",0,0,NA,"","Refugee population by country or territory of asylum","Refugee population by country or territory of asylum","","people","Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugee-like humanitarian status, and people provided temporary protection. Asylum seekers--people who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekers--are excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 Arab-Israeli conflict. Country of asylum is the country where an asylum claim was filed and granted.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org/statistics/populationdatabase.","World Bank (WDI)","raw","",NA,NA,"SM.POP.REFG","","conflict and stability",NA
"626","SM.POP.REFG.OR","","","","",NA,"","sum",0,0,NA,"","Refugee population by country or territory of origin","Refugee population by country or territory of origin","","people","Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugee-like humanitarian status, and people provided temporary protection. Asylum seekers--people who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekers--are excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 Arab-Israeli conflict. Country of origin generally refers to the nationality or country of citizenship of a claimant.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org/statistics/populationdatabase.","World Bank (WDI)","raw","",NA,NA,"SM.POP.REFG.OR","","conflict and stability",NA
"627","VC.IDP.TOTL.HE","","","","",NA,"","sum",0,0,NA,"","Internally displaced persons (number, high estimate)","Internally displaced persons (high estimate)","","people","Internally displaced persons are people or groups of people who have been forced or obliged to flee or to leave their homes or places of habitual residence, in particular as a result of armed conflict, or to avoid the effects of armed conflict, situations of generalized violence, violations of human rights, or natural or human-made disasters and who have not crossed an international border.","Internal Displacement Monitoring Centre.","World Bank (WDI)","raw","",NA,NA,"VC.IDP.TOTL.HE","","migration",NA
"628","VC.IDP.TOTL.LE","","","","",NA,"","sum",0,0,NA,"","Internally displaced persons (number, low estimate)","Internally displaced persons (low estimate)","","people","Internally displaced persons are people or groups of people who have been forced or obliged to flee or to leave their homes or places of habitual residence, in particular as a result of armed conflict, or to avoid the effects of armed conflict, situations of generalized violence, violations of human rights, or natural or human-made disasters and who have not crossed an international border.","Internal Displacement Monitoring Centre.","World Bank (WDI)","raw","",NA,NA,"VC.IDP.TOTL.LE","","migration",NA
"629","SM.POP.NETM","","","","",NA,"","sum",0,0,NA,"","Net migration","Net migration","","people","Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.","United Nations Population Division, World Population Prospects.","World Bank (WDI)","raw","",NA,NA,"SM.POP.NETM","","migration",NA
"630","SM.POP.TOTL","","","","",NA,"","sum",0,0,NA,"","International migrant stock, total","International migrant stock, total","","people","International migrant stock is the number of people born in a country other than that in which they live. It also includes refugees. The data used to estimate the international migrant stock at a particular time are obtained mainly from population censuses. The estimates are derived from the data on foreign-born population--people who have residence in one country but were born in another country. When data on the foreign-born population are not available, data on foreign population--that is, people who are citizens of a country other than the country in which they reside--are used as estimates. After the breakup of the Soviet Union in 1991 people living in one of the newly independent countries who were born in another were classified as international migrants. Estimates of migrant stock in the newly independent states from 1990 on are based on the 1989 census of the Soviet Union. For countries with information on the international migrant stock for at least two points in time, interpolation or extrapolation was used to estimate the international migrant stock on July 1 of the reference years. For countries with only one observation, estimates for the reference years were derived using rates of change in the migrant stock in the years preceding or following the single observation available. A model was used to estimate migrants for countries that had no data.","United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.","World Bank (WDI)","raw","",NA,NA,"SM.POP.TOTL","","migration",NA
"631","SM.POP.TOTL.ZS","","","OA.TPBS.POP.PPL.NO","",NA,"","weighted.mean",0,0,NA,"","International migrant stock (% of population)","International migrant stock (% of population)","","percent","International migrant stock is the number of people born in a country other than that in which they live. It also includes refugees. The data used to estimate the international migrant stock at a particular time are obtained mainly from population censuses. The estimates are derived from the data on foreign-born population--people who have residence in one country but were born in another country. When data on the foreign-born population are not available, data on foreign population--that is, people who are citizens of a country other than the country in which they reside--are used as estimates. After the breakup of the Soviet Union in 1991 people living in one of the newly independent countries who were born in another were classified as international migrants. Estimates of migrant stock in the newly independent states from 1990 on are based on the 1989 census of the Soviet Union. For countries with information on the international migrant stock for at least two points in time, interpolation or extrapolation was used to estimate the international migrant stock on July 1 of the reference years. For countries with only one observation, estimates for the reference years were derived using rates of change in the migrant stock in the years preceding or following the single observation available. A model was used to estimate migrants for countries that had no data.","United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.","World Bank (WDI)","raw","",NA,NA,"SM.POP.TOTL.ZS","","migration",NA
"632","BP.AP.GP.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Alcohol production (metric tonnes)","Alcohol production","","terajoules","","","UNdata","raw","",NA,NA,"","","biofuel production",NA
"633","BP.BP.GP.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Bagasse production (metric tonnes)","Bagasse production","","terajoules","","","UNdata","raw","",NA,NA,"","","biofuel production",NA
"634","BP.BDP.GP.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Biodisel gross production (metric tonnes)","Biodisel gross production","","terajoules","","","UNdata","raw","",NA,NA,"","","biofuel production",NA
"635","BP.BGP.GP.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Biogas gross production (metric tonnes)","Biogas gross production","","terajoules","","","UNdata","raw","",NA,NA,"","","biofuel production",NA
"636","BP.VWP.GP.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Vegetal waste production (metric tonnes)","Vegetal waste production","","terajoules","","","UNdata","raw","",NA,NA,"","","biofuel production",NA
"637","BP.TP.GP.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Biofuelproduction (liquid and gaseous)","Biofuelproduction","","terajoules","","","UNdata","raw","",NA,NA,"","","biofuel production",NA
"638","FO.WP.PQ.TN.NO","","","","",NA,"","sum",0,0,NA,"","Wood pellets (tonnes)","Wood pellets","","tonnes","","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5510,1693,"","","biofuel production",NA
"639","GN.TE.CIA.TJ.NO","","","","",NA,"","sum",0,0,NA,"","Total energy, consumption in agriculture (terajoules)","Total energy, consumption in agriculture","","terajoules","","FAO","FAO, Statistics Division (FAOSTAT)","raw","GN",72184,6813,"","","biofuel production",NA
"640","GN.UI.EA.TJPIN.NO","","","QI.GPIN.AGR.IN.NO","",NA,"","weighted.mean",0,0,NA,"","Energy use intensity in agriculture (mj/thousand I$)","Energy use intensity in agriculture","","mj/I$","","","FAO, Statistics Division","processed","",NA,NA,"","","energy",NA
"641","CC.FSQ.GT.GCD.NO","","","OA.TPBS.POP.PPL.NO","",NA,"","weighted.mean",0,0,NA,"","Fat supply quantity (g/cap/day)","Fat","","g/cap/day","","FAO","FAO, Statistics Division (FAOSTAT)","raw","CC",684,2901,"","","food balance sheets",NA
"642","CC.PSQ.GT.GCD.NO","","","OA.TPBS.POP.PPL.NO","",NA,"","weighted.mean",0,0,NA,"","Protein supply quantity (g/cap/day)","Protein","","g/cap/day","","FAO","FAO, Statistics Division (FAOSTAT)","raw","CC",674,2901,"","","food balance sheets",NA
"643","FI.PRD.CAPT.TN.NO","","","","",NA,"","sum",0,0,NA,"","Capture fish production (tonnes)","Capture fish poduction","","tonnes","Capture fishery is defined as the hunting, collecting and gathering activities directed at removing or collecting live wild aquatic organisms. The capture production statistics here indicates the nominal catches of aquatic organisms, killed, caught, trapped or collected for all commercial, industrial, recreational and subsistence purposes in live weight equivalent. Data included here covers capture production of fish, molluscs, crustaceans and miscellaneous aquatic animals but excluding production for marine mammals, crocodiles, corals, pearls, sponges and aquatic plants.","FAO","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","raw","",NA,NA,"","","fish, capture production",NA
"644","FI.PRD.CAPT.TN.GR10","FI.PRD.CAPT.TN.NO","","FI.PRD.CAPT.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"","Capture fish production annual growth (percent)","Capture fish poduction","","percent","","","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","processed","",NA,NA,"","","fish, capture production",NA
"645","FI.PRD.CAPT.TN.SH","FI.PRD.CAPT.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Capture fish production per capita (tonne/cap)","Capture fish food supply","","tonne/cap","","","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","processed","",NA,NA,"","","fish, capture production",NA
"646","FI.PRD.CAPT.TN.SHW","FI.PRD.CAPT.TN.NO","","","share",NA,"","sum",0,0,100,"","Capture fish production, share of world production (percent)","Capture","","percent","","","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","processed","",NA,NA,"","","fish, capture production",NA
"647","FI.PRD.AQ.TN.NO","","","","",NA,"","sum",0,0,NA,"","Aquaculture fish production (tonnes)","Aquaculture fish poduction","","tonnes","Aquaculture is defined as the farming of aquatic organisms. Farming implies some form of intervention in the rearing process to enhance production, such as regular stocking, feeding, protection from predators, etc. Farming also implies individual or corporate ownership of the stock being cultivated. For statistical purposes, aquatic organisms which are harvested by an individual or corporate body which has owned them throughout their rearing period contribute to aquaculture, while aquatic organisms which are exploitable by the public as a common property resource, with or without appropriate licenses, are the harvest of fisheries. In the case of capture-based aquaculture, only the incremental growth (or weight gain) in captivity, could and should be reported as the production from aquaculture. Data included here covers an aquaculture production of fish, molluscs, crustaceans and miscellaneous aquatic animals but excluding production for marine mammals, crocodiles, corals, pearls, sponges and aquatic plants.  ","FAO","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","raw","",NA,NA,"","","fish, aquaculture production",NA
"648","FI.PRD.AQ.TN.GR10","FI.PRD.AQ.TN.NO","","FI.PRD.AQ.TN.NO","growth",10,"geo","weighted.mean",0,0,NA,"","Aquaculture fish production annual growth (percent)","Aquaculture fish poduction","","percent","","","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","processed","",NA,NA,"","","fish, aquaculture production",NA
"649","FI.PRD.AQ.TN.SH","FI.PRD.AQ.TN.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,1000,"from tonne/cap to kg/cap","Aquaculture fish production per capita (tonne/cap)","Aquaculture fish food supply","","tonne/cap","","","Fisheries and Aquaculture Department (Fishery and Aquaculture statistics)","processed","",NA,NA,"","","fish, aquaculture production",NA
