STS_ID,TITLE_STS,TITLE_STS_SHORT,UNIT_MULT,UNIT_MEASURE,DEFINITION,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
FI.PRD.AQ.TN.NO,Aquaculture fish production (tonnes),Aquaculture fish poduction,,tonnes,"Aquaculture is defined as the farming of aquatic organisms. Farming implies some form of intervention in the rearing process to enhance production, such as regular stocking, feeding, protection from predators, etc. Farming also implies individual or corporate ownership of the stock being cultivated. For statistical purposes, aquatic organisms which are harvested by an individual or corporate body which has owned them throughout their rearing period contribute to aquaculture, while aquatic organisms which are exploitable by the public as a common property resource, with or without appropriate licenses, are the harvest of fisheries. In the case of capture-based aquaculture, only the incremental growth (or weight gain) in captivity, could and should be reported as the production from aquaculture. Data included here covers an aquaculture production of fish, molluscs, crustaceans and miscellaneous aquatic animals but excluding production for marine mammals, crocodiles, corals, pearls, sponges and aquatic plants.  ",FAO,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),raw,,,,,,"fish, aquaculture production"
FI.PRD.AQ.TN.GR10,Aquaculture fish production annual growth (percent),Aquaculture fish poduction,,percent,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, aquaculture production"
FI.PRD.AQ.TN.SH,Aquaculture fish production per capita (tonne/cap),Aquaculture fish food supply,,tonne/cap,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, aquaculture production"
FI.PRD.AQ.TN.SHW,"Aquaculture fish production, share of world production (percent)",Aquaculture,,percent,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, aquaculture production"
FI.PRD.TOT.TN.NO,Total fishery production (tonnes),Total,,tonnes,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, total production"
FI.EXVAL.FISH.USD.NO,Exports of fish (US$),Fish exports,thousand,US$,"Value of exports of fish in current US$ (data reported include fish, molluscs, crustaceans, and miscellaneous aquatic animals but excluding marine mammals, crocodiles, corals, pearls, sponges and aquatic plants, miscellaneous aquatic animal products and fish waste).",FAO,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),raw,,,,,,"fish, export"
FI.EXVAL.FISH.USD.SH,Exports of fish (real 2005 US$),Fish exports,,US$,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, export"
FI.IMVAL.FISH.USD.NO,Imports of fish (US$),Fish imports,thousand,US$,"Value of imports of fish in current US$ (data reported include fish, molluscs, crustaceans, and miscellaneous aquatic animals but excluding production for marine mammals, crocodiles, corals, pearls, sponges and aquatic plants, miscellaneous aquatic animal products and fish waste).",FAO,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),raw,,,,,,"fish, import"
FI.IMVAL.FISH.USD.SH,Imports of fish (real 2005 US$),Fish imports,,US$,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, import"
FI.NETVAL.FISH.USD.NO,Net trade of fish (US$),Fish imports,,US$,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,
FI.NETVAL.FISH.USD.SH,Net trade of fish (constant 2005 US$),Fish imports,,constant 2005 US$,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,
TP.EXVAL.FOODWF.USD.NO,Exports of food incl. fish (US$),Food exports,,US$,Value of exports of food including fish in current US$.,,"FAO, Statistics Division",processed,,,,,,trade
TP.EXVAL.FOODWF.USD.SH,Exports of food incl. fish (constant 2005 US$),Food exports,,constant 2005 US$,Value of exports of food including fish in constant 2005 US$.,,"FAO, Statistics Division",processed,,,,,,
TP.IMVAL.FOODWF.USD.NO,Imports of food incl. fish (US$),Food imports,,US$,Value of imports of food including fish in current US$.,,"FAO, Statistics Division",processed,,,,,,trade
TP.IMVAL.FOODWF.USD.SH,Imports of food incl. fish (constant 2005 US$),Food imports,,constant 2005 US$,Value of imports of food including fish in constant 2005 US$.,,"FAO, Statistics Division",processed,,,,,,
SH.STA.STNT.ZS,malnutrition_prevalence,regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.STA.STNT.ZS,,regional
SH.STA.WAST.ZS,wasting_prevalence,regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.STA.WAST.ZS,,regional
SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)",regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.STA.OWGH.ZS,,regional
SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5",regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.STA.OWGH.FE.ZS,,regional
SH.STA.OWGH.MA.ZS,"Prevalence of overweight, weight for height, male (% of children under 5) ",regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.STA.OWGH.MA.ZS,,regional
SH.XPD.PCAP,health_expenditure_per_capita,regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.XPD.PCAP,,regional
BN.CAB.XOKA.GD.ZS,current_account_balance,regional,,percent,regional,regional,World Bank (WDI),raw,,,,BN.CAB.XOKA.GD.ZS,,regional
overweight_FMLE,overweight_FMLE,regional,,percent,regional,regional,regional,processed,,,,,,regional
overweight_MLE,overweight_MLE,regional,,percent,regional,regional,regional,processed,,,,,,regional
overweight_BOTH,overweight_BOTH,regional,,percent,regional,regional,regional,processed,,,,,,regional
obesity_FMLE,obesity_FMLE,regional,,percent,regional,regional,regional,processed,,,,,,regional
obesity_MLE,obesity_MLE,regional,,percent,regional,regional,regional,processed,,,,,,regional
obesity_BOTH,obesity_BOTH,regional,,percent,regional,regional,regional,processed,,,,,,regional
urban_female_share,urban_female_share,regional,,percent,regional,regional,regional,processed,,,,,,regional
urban_male_share,urban_male_share,regional,,percent,regional,regional,regional,processed,,,,,,regional
rural_female_share,rural_female_share,regional,,percent,regional,regional,regional,processed,,,,,,regional
rural_male_share,rural_male_share,regional,,percent,regional,regional,regional,processed,,,,,,regional
SH.H2O.SAFE.RU.ZS,improved_water_source_rural,regional,,percent,regional,regional,World Bank (WDI),raw,,,,SH.H2O.SAFE.RU.ZS,,regional
PrimFor,Primary forest ,Forestry,thousand,ha,fra,fra,fra,processed,,,,,,forestry
PlantFor,Planted forest,Forestry,thousand,ha,fra,fra,fra,processed,,,,,,forestry
NatRegFor,Other naturally regenerated forest,Forestry,thousand,ha,fra,fra,fra,processed,,,,,,forestry
PP_656_5532,"Producer prices, green coffee (US$ per tonne)",coffee producer prices,,US$,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,PP,5532,656,,,coffee
PI_656_5539,Producer price index (2004-06=100),coffee producer prices,,US$,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,PI,5539,656,,,coffee
TP_656_5922,"Exports, coffee",coffee,,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,656,,,coffee
TP_657_5922,Roasted,coffee,,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,657,,,coffee
TP_659_5922,Extracts,coffee,,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,659,,,coffee
TP_656_5622,Green,coffee,,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,656,,,coffee
TP_657_5622,Roasted,coffee,,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,657,,,coffee
TP_659_5622,Extracts,coffee,,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,659,,,coffee
QC_656_5312,"Area harvested, coffee (ha)",coffee,,ha,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,QC,5419,656,,,coffee
QC_656_5419,"Yield, coffee",coffee,,hg/ha,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,QC,5312,656,,,coffee
QC_656_5510,"Production quantity, coffee (mln tonnes)",coffee,million,tonnes,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,QC,5510,656,,,coffee
CC_664_2903,Vegetal (crop) products (kcal/cap/day),coffee,,kcal/cap/day,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,CC,664,2903,,,coffee
CL_664_2941,Animal products (kcal/cap/day),coffee,,kcal/cap/day,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,CL,664,2941,,,coffee
TP_5922_1882,Export value of agriculture production,coffee,thousand,US$,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1882,,,coffee
energy.for.power.irrigation,energy.for.power.irrigation,regional,million,kWh,regional,regional,"FAO, Statistics Division (FAOSTAT)",raw,GN,72182,6808,,,coffee
CP_7013_230123,"Consumer Prices, Food Indices (2000 = 100)",regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",raw,CP,7013,23013,,,coffee
area_harvested,total area harvested,regional,,ha,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
nitrogen_tonnes,nitrogen_tonnes,regional,,tonnes,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
phosphate_tonnes,phosphate_tonnes,regional,,tonnes,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
potash_tonnes,potash_tonnes,regional,,tonnes,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
EE_6740_72041,Bioenergy production,coffee,,percent,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,EE,72041,6740,,,coffee
EE_6741_72040,Energy use in agriculture and forestry,coffee,,percent,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,EE,72040,6741,,,coffee
GN_6808_72182,Energy consumption for power irrigation,coffee,million,kWh,coffee,coffee,"FAO, Statistics Division (FAOSTAT)",raw,GN,72182,6808,,,coffee
aquaculture_fish_production,aquaculture_fish_production,fishdata,million,tonnes,fishdata,fishdata,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,fishdata
capture_fish_production,capture_fish_production,fishdata,million,tonnes,fishdata,fishdata,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,fishdata
total_fish_production,total_fish_production,fishdata,million,tonnes,fishdata,fishdata,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,fishdata
production_quantity_index,production_quantity_index,fishdata,,index,fishdata,fishdata,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,fishdata
net_fish_trade,net_fish_trade,fishdata,,US$,fishdata,fishdata,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,fishdata
NY.GDP.MKTP.KD,GDP (constant 2005 US$),regional,,US$,regional,regional,World Bank (WDI),raw,,,,NY.GDP.MKTP.KD,,regional
prod_val_vegoil,Vegetable oils net production value (constant 2004-2006 I$),regional,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_vegoil.BASE.0406,Vegetable oils production value (average 2004-2006 I$),regional,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_sugar,Vegetable oils net production value (constant 2004-2006 I$),regional,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_sugar.BASE.0406,Vegetable oils production value (average 2004-2006 I$),regional,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_roots,Vegetable oils net production value (constant 2004-2006 I$),regional,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_roots.BASE.0406,Vegetable oils production value (average 2004-2006 I$),regional,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_milk,Vegetable oils net production value (constant 2004-2006 I$),regional,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_milk.BASE.0406,Vegetable oils production value (average 2004-2006 I$),regional,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_vege,Vegetable oils net production value (constant 2004-2006 I$),regional,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_vege.BASE.0406,Vegetable oils production value (average 2004-2006 I$),regional,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_meat,Vegetable oils net production value (constant 2004-2006 I$),regional,thousand,I$,See 'Agricultural production indices'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_val_meat.BASE.0406,Vegetable oils production value (average 2004-2006 I$),regional,thousand,I$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_ind_Meat.indigenous.total,production indice meat,regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_ind_Milk.Total,production indice milk,regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_ind_Oilcrops.Primary,production indice oil crops,regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_ind_Roots.and.Tubers.Total,production indice roots and tubers,regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_ind_Sugar.raw,production indice sugar,regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
prod_ind_Vegetables.and.Fruit.Primary,production indice vegetable and fruit,regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
dfa_share_commit_tot,"Aid  commitment flows to agriculture, forestry and fishing, share of total aid in % ",regional,,percent,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
dfa_AOI_commit,"DFA Agriculture Orientation Index, highest and lowest values, average ",regional,,index,regional,regional,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,regional
